Gene1	Gene2	corVal	pValue
g45	g33	-0.0421081363808311	0.518858901111882
g33	g45	-0.0421081363808311	0.518858901111882
g63	g8	-0.0421275448982081	0.518666071827027
g8	g63	-0.0421275448982081	0.518666071827027
g47	g58	-0.0421743358862679	0.518201341016483
g58	g47	-0.0421743358862679	0.518201341016483
g13	g12	-0.0421771964463242	0.518172936708247
g12	g13	-0.0421771964463244	0.518172936708245
g37	g54	-0.0423993033456803	0.515969941675709
g54	g37	-0.0423993033456803	0.515969941675709
g3	g28	-0.0428703413849534	0.511313917598346
g28	g3	-0.0428703413849534	0.511313917598346
g6	g59	-0.042968395241228	0.51034744292047
g59	g6	-0.042968395241228	0.51034744292047
g26	g1	-0.0430498575288013	0.509545226664343
g1	g26	-0.0430498575288014	0.509545226664343
g56	g44	-0.0430671288706934	0.509375227971932
g44	g56	-0.0430671288706936	0.50937522797193
g7	g42	-0.0432202330225448	0.507869542775734
g42	g7	-0.0432202330225448	0.507869542775733
g52	g29	-0.0432667194073028	0.507412837490851
g29	g52	-0.0432667194073028	0.507412837490851
g21	g5	-0.0434966162660092	0.505157371033025
g5	g21	-0.0434966162660092	0.505157371033025
g19	g26	-0.0437673294704566	0.502508208067925
g26	g19	-0.0437673294704566	0.502508208067924
g53	g55	-0.0438988953540093	0.501223362763901
g55	g53	-0.0438988953540093	0.5012233627639
g29	g48	-0.0439852923663336	0.500380568869981
g48	g29	-0.0439852923663336	0.500380568869981
g43	g38	-0.0439877658183793	0.500356451602337
g38	g43	-0.0439877658183793	0.500356451602336
g34	g4	-0.0440316839681265	0.499928331947815
g4	g34	-0.0440316839681266	0.499928331947815
g2	g59	-0.0440710726849834	0.499544530137572
g59	g2	-0.0440710726849834	0.499544530137572
g55	g32	-0.0441542576658492	0.498734490668393
g32	g55	-0.0441542576658492	0.498734490668392
g34	g37	-0.0441823674297129	0.49846092006334
g37	g34	-0.0441823674297129	0.49846092006334
g57	g10	-0.0442334590631669	0.497963887778539
g10	g57	-0.0442334590631669	0.497963887778539
g16	g30	-0.0442889864526609	0.497424000643005
g30	g16	-0.044288986452661	0.497424000643004
g35	g60	-0.0443095065259003	0.497224564472677
g60	g35	-0.0443095065259003	0.497224564472677
g52	g19	-0.0443808403385909	0.496531595071237
g19	g52	-0.0443808403385909	0.496531595071236
g10	g60	-0.044577862022555	0.494620297225109
g60	g10	-0.044577862022555	0.494620297225109
g39	g33	-0.044661435278472	0.493810739127292
g33	g39	-0.044661435278472	0.493810739127292
g37	g40	-0.0448133034605794	0.492341426632136
g40	g37	-0.0448133034605795	0.492341426632135
g59	g63	-0.0453119500819066	0.487533487343676
g63	g59	-0.0453119500819066	0.487533487343676
g6	g55	-0.0454034139674447	0.486654335920901
g55	g6	-0.0454034139674449	0.486654335920899
g52	g22	-0.0455374788905774	0.485367243000457
g22	g52	-0.0455374788905775	0.485367243000456
g4	g19	-0.0456111246668645	0.484660985271662
g19	g4	-0.0456111246668646	0.484660985271662
g18	g26	-0.0457772263984684	0.483070114958027
g26	g18	-0.0457772263984685	0.483070114958026
g36	g32	-0.0458253062364291	0.482610147740872
g32	g36	-0.0458253062364291	0.482610147740872
g3	g61	-0.0460536468164857	0.480428904992707
g61	g3	-0.0460536468164858	0.480428904992706
g45	g27	-0.0461975202744323	0.479057287825621
g27	g45	-0.0461975202744324	0.479057287825621
g2	g58	-0.0464897676155886	0.47627770078096
g58	g2	-0.0464897676155886	0.47627770078096
g3	g32	-0.0465584479530473	0.475625753423462
g32	g3	-0.0465584479530473	0.475625753423461
g17	g4	-0.0465822218132345	0.475400193669043
g4	g17	-0.0465822218132346	0.475400193669043
g21	g59	-0.0466368549761299	0.474882070489402
g59	g21	-0.04663685497613	0.474882070489402
g31	g41	-0.0468690313103996	0.472683625307589
g41	g31	-0.0468690313103996	0.472683625307589
g39	g58	-0.0470237709662383	0.471221514701031
g58	g39	-0.0470237709662383	0.471221514701031
g49	g15	-0.0470966912890119	0.470533362324209
g15	g49	-0.0470966912890119	0.470533362324209
g45	g34	-0.0471457093462083	0.470071086736056
g34	g45	-0.0471457093462085	0.470071086736054
g25	g22	-0.0472682447963878	0.468916580447536
g22	g25	-0.0472682447963879	0.468916580447535
g56	g33	-0.0473718296203338	0.467941840514279
g33	g56	-0.0473718296203338	0.467941840514279
g37	g10	-0.0473837011855714	0.467830199591163
g10	g37	-0.0473837011855714	0.467830199591163
g5	g58	-0.0475069378099019	0.466672141431931
g58	g5	-0.0475069378099019	0.466672141431931
g29	g60	-0.0477024761126148	0.46483791000968
g60	g29	-0.0477024761126148	0.46483791000968
g20	g15	-0.0481421178031529	0.460728472697929
g15	g20	-0.0481421178031529	0.460728472697929
g33	g12	-0.0482634219526469	0.459598176492637
g12	g33	-0.048263421952647	0.459598176492636
g21	g3	-0.0482674633083543	0.459560546242128
g3	g21	-0.0482674633083543	0.459560546242127
g2	g35	-0.0483763599857994	0.458547222923809
g35	g2	-0.0483763599857995	0.458547222923809
g5	g42	-0.0483964687869031	0.458360239435553
g42	g5	-0.0483964687869032	0.458360239435552
g9	g17	-0.048676657461355	0.455759304634333
g17	g9	-0.0486766574613551	0.455759304634332
g45	g58	-0.0488909129939244	0.453775993734085
g58	g45	-0.0488909129939245	0.453775993734085
g21	g2	-0.0491964527860968	0.45095607256826
g2	g21	-0.0491964527860969	0.450956072568258
g15	g21	-0.0492295716715056	0.45065100134366
g21	g15	-0.0492295716715056	0.45065100134366
g63	g27	-0.0496638775520893	0.446661198584552
g27	g63	-0.0496638775520894	0.446661198584552
g64	g26	-0.0497990027934915	0.445423940495386
g26	g64	-0.0497990027934917	0.445423940495385
g57	g64	-0.0498943664258222	0.444551924292542
g64	g57	-0.0498943664258222	0.444551924292542
g39	g34	-0.0499077505431718	0.444429615853054
g34	g39	-0.0499077505431718	0.444429615853054
g56	g10	-0.0502037096708834	0.441729924680769
g10	g56	-0.0502037096708834	0.441729924680769
g51	g40	-0.0504161439373329	0.439797898896991
g40	g51	-0.0504161439373329	0.439797898896991
g28	g32	-0.0504984448565854	0.439050693747312
g32	g28	-0.0504984448565854	0.439050693747312
g20	g30	-0.0505564565169013	0.438524444967314
g30	g20	-0.0505564565169014	0.438524444967314
g50	g54	-0.0506785303102898	0.437418238340911
g54	g50	-0.0506785303102899	0.437418238340911
g17	g64	-0.0507089932092358	0.437142439065072
g64	g17	-0.0507089932092359	0.437142439065072
g33	g49	-0.0508164359557329	0.436170488645126
g49	g33	-0.0508164359557329	0.436170488645126
g47	g42	-0.0508689516861658	0.435695870630829
g42	g47	-0.0508689516861658	0.435695870630829
g55	g63	-0.0509094988715629	0.435329622517399
g63	g55	-0.050909498871563	0.435329622517399
g37	g58	-0.0511058434379712	0.433558611466299
g58	g37	-0.0511058434379712	0.433558611466298
g50	g5	-0.051174376857987	0.432941421887113
g5	g50	-0.051174376857987	0.432941421887113
g6	g26	-0.0512674209502273	0.432104306213101
g26	g6	-0.0512674209502274	0.4321043062131
g52	g6	-0.0513239864918034	0.431595842921071
g6	g52	-0.0513239864918034	0.43159584292107
g62	g35	-0.0515351044659783	0.429701165296364
g35	g62	-0.0515351044659784	0.429701165296363
g41	g15	-0.051608470725196	0.42904386578868
g15	g41	-0.051608470725196	0.42904386578868
g17	g44	-0.0516325178172721	0.42882855066947
g44	g17	-0.0516325178172722	0.428828550669469
g40	g50	-0.0516630635826558	0.428555137160056
g50	g40	-0.0516630635826558	0.428555137160056
g8	g62	-0.0517197247875087	0.428048232633937
g62	g8	-0.0517197247875087	0.428048232633937
g60	g56	-0.0519764724336864	0.425755657303628
g56	g60	-0.0519764724336864	0.425755657303628
g45	g36	-0.0522275064305275	0.423521000860194
g36	g45	-0.0522275064305276	0.423521000860193
g8	g29	-0.0524339389629664	0.421688498636124
g29	g8	-0.0524339389629664	0.421688498636124
g26	g63	-0.0524466040892548	0.421576220898606
g63	g26	-0.0524466040892549	0.421576220898605
g62	g59	-0.0525453443087475	0.420701475545443
g59	g62	-0.0525453443087475	0.420701475545443
g64	g41	-0.0525686107355659	0.420495511165071
g41	g64	-0.0525686107355659	0.420495511165071
g61	g57	-0.0525971796458458	0.420242687425823
g57	g61	-0.0525971796458458	0.420242687425823
g61	g2	-0.0527178479149554	0.419175799463935
g2	g61	-0.0527178479149554	0.419175799463935
g27	g28	-0.0528821629984895	0.417725556594001
g28	g27	-0.0528821629984896	0.417725556594001
g15	g59	-0.0530830337201429	0.415956670246553
g59	g15	-0.0530830337201429	0.415956670246553
g59	g5	-0.0531383994622416	0.415469887906659
g5	g59	-0.0531383994622416	0.415469887906659
g25	g27	-0.0533286730665015	0.413799530227606
g27	g25	-0.0533286730665015	0.413799530227606
g15	g62	-0.0533780774160981	0.413366470238835
g62	g15	-0.0533780774160981	0.413366470238835
g52	g45	-0.0533846542251945	0.41330884051681
g45	g52	-0.0533846542251946	0.41330884051681
g39	g29	-0.0535809852720257	0.411590654810135
g29	g39	-0.0535809852720257	0.411590654810135
g26	g25	-0.0536738767836096	0.410779187087401
g25	g26	-0.0536738767836096	0.410779187087401
g12	g59	-0.053719315563803	0.410382593912934
g59	g12	-0.0537193155638033	0.410382593912932
g34	g17	-0.0538268769919071	0.409444690865685
g17	g34	-0.0538268769919071	0.409444690865685
g31	g2	-0.0539203505307144	0.40863065971348
g2	g31	-0.0539203505307144	0.408630659713479
g62	g46	-0.0540140048407645	0.407816015243945
g46	g62	-0.0540140048407645	0.407816015243944
g58	g38	-0.0540627968165476	0.407391983455367
g38	g58	-0.0540627968165476	0.407391983455367
g55	g15	-0.054144959989481	0.406678526301885
g15	g55	-0.054144959989481	0.406678526301885
g6	g9	-0.054179661985426	0.406377417024723
g9	g6	-0.054179661985426	0.406377417024723
g32	g12	-0.0542640932993528	0.405645358821063
g12	g32	-0.0542640932993529	0.405645358821063
g64	g49	-0.0543069022644643	0.405274484728404
g49	g64	-0.0543069022644644	0.405274484728404
g13	g6	-0.054352903632558	0.404876177885184
g6	g13	-0.054352903632558	0.404876177885184
g10	g36	-0.054538949077961	0.403267661145618
g36	g10	-0.054538949077961	0.403267661145618
g54	g25	-0.0545390147560657	0.403267093976531
g25	g54	-0.0545390147560657	0.403267093976531
g21	g7	-0.0545450203195099	0.403215234408401
g7	g21	-0.0545450203195099	0.403215234408401
g60	g59	-0.0545544675625609	0.403133663095631
g59	g60	-0.0545544675625609	0.403133663095631
g44	g32	-0.0546408596133717	0.402388174991804
g32	g44	-0.0546408596133718	0.402388174991804
g20	g7	-0.0555357331996911	0.394714620173376
g7	g20	-0.0555357331996912	0.394714620173375
g15	g11	-0.0555454485059856	0.394631796781116
g11	g15	-0.0555454485059857	0.394631796781115
g23	g40	-0.0557926853664722	0.392527608838374
g40	g23	-0.0557926853664723	0.392527608838374
g14	g45	-0.0559976488584425	0.390788336426657
g45	g14	-0.0559976488584426	0.390788336426657
g41	g51	-0.0561495556248366	0.389502297221644
g51	g41	-0.0561495556248366	0.389502297221644
g55	g4	-0.0564127555665389	0.387280117252622
g4	g55	-0.0564127555665389	0.387280117252621
g23	g36	-0.0564897419605655	0.38663158103931
g36	g23	-0.0564897419605656	0.38663158103931
g39	g32	-0.0565003350549647	0.386542395988756
g32	g39	-0.0565003350549648	0.386542395988756
g6	g18	-0.0565060053171523	0.386494662220311
g18	g6	-0.0565060053171523	0.386494662220311
g35	g9	-0.0565948092329401	0.385747553806002
g9	g35	-0.0565948092329401	0.385747553806002
g12	g16	-0.0566042119830693	0.385668499705226
g16	g12	-0.0566042119830693	0.385668499705225
g61	g51	-0.0568181171422538	0.383872738661474
g51	g61	-0.0568181171422539	0.383872738661474
g36	g19	-0.0569767748585555	0.382544077364605
g19	g36	-0.0569767748585556	0.382544077364604
g22	g19	-0.057063201824117	0.381821484323139
g19	g22	-0.0570632018241171	0.381821484323139
g60	g47	-0.05712298221356	0.381322163353852
g47	g60	-0.05712298221356	0.381322163353851
g62	g20	-0.0572183891922213	0.380526093555594
g20	g62	-0.0572183891922213	0.380526093555594
g21	g46	-0.0572273944070113	0.380451007041773
g46	g21	-0.0572273944070113	0.380451007041773
g32	g37	-0.0572660123706914	0.380129108601505
g37	g32	-0.0572660123706914	0.380129108601505
g31	g35	-0.0573952784287266	0.379052827357795
g35	g31	-0.0573952784287267	0.379052827357794
g57	g20	-0.0574459279849496	0.378631622940839
g20	g57	-0.0574459279849498	0.378631622940838
g14	g33	-0.0574953261224509	0.378221101260601
g33	g14	-0.0574953261224509	0.378221101260601
g45	g50	-0.0576822598811128	0.376670061088247
g50	g45	-0.0576822598811129	0.376670061088246
g33	g27	-0.0577291992587878	0.376281205576051
g27	g33	-0.0577291992587878	0.376281205576051
g25	g58	-0.0579538448045185	0.374423605685891
g58	g25	-0.0579538448045186	0.374423605685891
g57	g19	-0.05806522920176	0.373504658353043
g19	g57	-0.05806522920176	0.373504658353043
g24	g52	-0.0580708420102251	0.373458388110703
g52	g24	-0.0580708420102251	0.373458388110703
g50	g28	-0.0581123964193466	0.373115936204207
g28	g50	-0.0581123964193467	0.373115936204207
g31	g54	-0.0582203867254804	0.372226886728993
g54	g31	-0.0582203867254806	0.372226886728992
g40	g14	-0.0583601887280953	0.37107788139832
g14	g40	-0.0583601887280954	0.37107788139832
g12	g15	-0.0584020294135273	0.370734426664874
g15	g12	-0.0584020294135273	0.370734426664874
g61	g33	-0.0586063722117467	0.369059871048521
g33	g61	-0.0586063722117467	0.369059871048521
g49	g12	-0.0587688472302468	0.367731756281308
g12	g49	-0.0587688472302469	0.367731756281307
g44	g52	-0.0589526814239946	0.366232617252355
g52	g44	-0.0589526814239946	0.366232617252354
g23	g14	-0.0594133428522035	0.362492665629092
g14	g23	-0.0594133428522035	0.362492665629092
g26	g3	-0.059529465864501	0.361553666585524
g3	g26	-0.059529465864501	0.361553666585523
g18	g13	-0.0595390480919257	0.361476250081986
g13	g18	-0.0595390480919258	0.361476250081986
g63	g20	-0.0598820279996612	0.358712057267976
g20	g63	-0.0598820279996612	0.358712057267976
g52	g39	-0.0599566572030811	0.358112348813635
g39	g52	-0.0599566572030811	0.358112348813634
g44	g6	-0.0600159010616331	0.357636721094497
g6	g44	-0.0600159010616332	0.357636721094497
g43	g13	-0.0603883131229064	0.354655938734296
g13	g43	-0.0603883131229064	0.354655938734296
g47	g45	-0.0605486393766803	0.353377502625315
g45	g47	-0.0605486393766803	0.353377502625315
g57	g43	-0.0607397226921974	0.351857597389179
g43	g57	-0.0607397226921974	0.351857597389179
g34	g32	-0.0607541562266311	0.351742958227704
g32	g34	-0.0607541562266312	0.351742958227703
g24	g6	-0.0608009044933749	0.35137181885179
g6	g24	-0.0608009044933749	0.351371818851789
g49	g1	-0.0608134073572052	0.351272599108032
g1	g49	-0.0608134073572052	0.351272599108032
g22	g16	-0.0611132207784772	0.348898636110955
g16	g22	-0.0611132207784773	0.348898636110954
g9	g53	-0.0611538014963728	0.348578092354333
g53	g9	-0.0611538014963728	0.348578092354333
g58	g1	-0.061168938842004	0.348458571332141
g1	g58	-0.061168938842004	0.348458571332141
g17	g56	-0.061450828079219	0.346237567536264
g56	g17	-0.061450828079219	0.346237567536264
g47	g49	-0.0614542504973074	0.346210657486748
g49	g47	-0.0614542504973074	0.346210657486748
g14	g12	-0.0615257215285474	0.345648992093054
g12	g14	-0.0615257215285476	0.345648992093053
g3	g59	-0.0615779027758605	0.345239282885485
g59	g3	-0.0615779027758606	0.345239282885484
g50	g49	-0.0617216877744256	0.344111925174275
g49	g50	-0.0617216877744256	0.344111925174275
g34	g8	-0.0618149488564921	0.343381954039957
g8	g34	-0.0618149488564921	0.343381954039957
g38	g13	-0.0621058709405262	0.34111117560787
g13	g38	-0.0621058709405263	0.341111175607869
g20	g54	-0.0624404020750019	0.338511846282859
g54	g20	-0.062440402075002	0.338511846282858
g46	g39	-0.0624770486303081	0.338227869933145
g39	g46	-0.0624770486303081	0.338227869933145
g33	g59	-0.062548032352253	0.337678245317
g59	g33	-0.062548032352253	0.337678245317
g53	g17	-0.0630737106502787	0.333625696533488
g17	g53	-0.0630737106502787	0.333625696533488
g22	g23	-0.063198304723644	0.332669767700413
g23	g22	-0.0631983047236441	0.332669767700412
g13	g60	-0.0632825702712836	0.332024250497953
g60	g13	-0.0632825702712837	0.332024250497953
g6	g21	-0.0632985542005661	0.331901896224523
g21	g6	-0.0632985542005662	0.331901896224522
g16	g33	-0.0633763644168887	0.331306685777447
g33	g16	-0.0633763644168887	0.331306685777447
g2	g62	-0.0639618590498195	0.326849949361922
g62	g2	-0.0639618590498195	0.326849949361922
g3	g13	-0.0642394831902033	0.324750284121831
g13	g3	-0.0642394831902033	0.324750284121831
g13	g51	-0.0644366199881849	0.323264651052372
g51	g13	-0.064436619988185	0.323264651052372
g32	g50	-0.0645441988447642	0.322455790668771
g50	g32	-0.0645441988447643	0.32245579066877
g16	g1	-0.0647838174199999	0.320658873877174
g1	g16	-0.0647838174199999	0.320658873877173
g32	g22	-0.0648247317442324	0.320352705596779
g22	g32	-0.0648247317442324	0.320352705596779
g33	g26	-0.064964853598546	0.319305591072624
g26	g33	-0.0649648535985461	0.319305591072623
g39	g60	-0.0650428572412953	0.318723644160452
g60	g39	-0.0650428572412953	0.318723644160452
g14	g39	-0.0650500308025438	0.318670160407435
g39	g14	-0.0650500308025438	0.318670160407434
g50	g10	-0.0651252265299879	0.318109876809594
g10	g50	-0.0651252265299879	0.318109876809593
g4	g58	-0.0651564138828962	0.317877687997228
g58	g4	-0.0651564138828963	0.317877687997227
g38	g27	-0.0652036379162538	0.317526316731936
g27	g38	-0.0652036379162538	0.317526316731936
g27	g64	-0.0654081682820688	0.316007426573364
g64	g27	-0.0654081682820688	0.316007426573364
g46	g38	-0.0654697243779672	0.31555122605536
g38	g46	-0.0654697243779673	0.31555122605536
g48	g30	-0.0655809231322264	0.314728207149923
g30	g48	-0.0655809231322265	0.314728207149922
g36	g43	-0.0656014455572379	0.314576467258146
g43	g36	-0.0656014455572379	0.314576467258146
g13	g21	-0.0660856877679513	0.311009918839027
g21	g13	-0.0660856877679513	0.311009918839027
g3	g14	-0.0662031119677863	0.310149073084628
g14	g3	-0.0662031119677863	0.310149073084628
g58	g22	-0.0666059741440808	0.307207552222816
g22	g58	-0.0666059741440808	0.307207552222816
g22	g4	-0.0666403988858792	0.306957052080087
g4	g22	-0.0666403988858792	0.306957052080087
g0	g56	-0.0668102562942058	0.305723011106027
g56	g0	-0.0668102562942058	0.305723011106027
g42	g17	-0.0670718499478108	0.303828894012511
g17	g42	-0.0670718499478108	0.303828894012511
g39	g36	-0.0672446709004329	0.302581810187219
g36	g39	-0.067244670900433	0.302581810187219
g64	g44	-0.0674244120923232	0.301288383312293
g44	g64	-0.0674244120923232	0.301288383312293
g53	g56	-0.067486419085619	0.300843027792876
g56	g53	-0.0674864190856191	0.300843027792875
g47	g9	-0.0675830588455877	0.300149797132738
g9	g47	-0.0675830588455878	0.300149797132737
g64	g39	-0.0676318155533833	0.299800450201527
g39	g64	-0.0676318155533833	0.299800450201527
g55	g26	-0.0679556677363672	0.297486855764079
g26	g55	-0.0679556677363672	0.297486855764079
g2	g38	-0.0680512609267021	0.296806212241121
g38	g2	-0.0680512609267022	0.29680621224112
g56	g20	-0.0681228053038732	0.296297478932663
g20	g56	-0.0681228053038734	0.296297478932662
g63	g15	-0.0682018788894078	0.295735882255616
g15	g63	-0.0682018788894078	0.295735882255616
g45	g57	-0.0682529519893678	0.295373527332231
g57	g45	-0.0682529519893678	0.295373527332231
g1	g29	-0.0683921500769514	0.294387441151594
g29	g1	-0.0683921500769514	0.294387441151594
g29	g2	-0.0685326870934009	0.29339409684603
g2	g29	-0.068532687093401	0.29339409684603
g42	g39	-0.068763234466682	0.291769386077406
g39	g42	-0.068763234466682	0.291769386077405
g16	g56	-0.0689501591888363	0.29045651063295
g56	g16	-0.0689501591888363	0.29045651063295
g25	g28	-0.069040387640105	0.289824201965788
g28	g25	-0.0690403876401051	0.289824201965787
g10	g18	-0.0690545634115734	0.289724943858331
g18	g10	-0.0690545634115737	0.289724943858329
g53	g2	-0.0690792331671117	0.289552261584876
g2	g53	-0.0690792331671117	0.289552261584876
g28	g18	-0.0692017715425811	0.288695543607557
g18	g28	-0.0692017715425811	0.288695543607557
g53	g49	-0.0694451696778888	0.286998882714582
g49	g53	-0.0694451696778888	0.286998882714582
g52	g43	-0.0695483410313987	0.28628172623977
g43	g52	-0.0695483410313987	0.28628172623977
g56	g13	-0.0697901332747887	0.284605715458665
g13	g56	-0.0697901332747887	0.284605715458665
g47	g5	-0.0702398717678175	0.281505877720254
g5	g47	-0.0702398717678176	0.281505877720253
g29	g10	-0.0704217833838092	0.280258535811835
g10	g29	-0.0704217833838093	0.280258535811834
g47	g54	-0.0708789179832907	0.277140516792833
g54	g47	-0.0708789179832908	0.277140516792833
g45	g48	-0.0708832381696826	0.277111162170562
g48	g45	-0.0708832381696826	0.277111162170562
g38	g18	-0.0712139862439088	0.274870056844264
g18	g38	-0.0712139862439088	0.274870056844263
g9	g30	-0.0712328051345614	0.274742913292107
g30	g9	-0.0712328051345616	0.274742913292106
g53	g8	-0.0713534607475366	0.273928692019798
g8	g53	-0.0713534607475367	0.273928692019797
g52	g47	-0.0714202886536426	0.273478422465363
g47	g52	-0.0714202886536426	0.273478422465362
g53	g37	-0.0714336967119493	0.273388142943826
g37	g53	-0.0714336967119493	0.273388142943826
g1	g5	-0.0715158246535957	0.272835598571528
g5	g1	-0.0715158246535958	0.272835598571528
g9	g20	-0.071726814454569	0.271419572758613
g20	g9	-0.071726814454569	0.271419572758613
g59	g46	-0.0718406841688245	0.270657435324075
g46	g59	-0.0718406841688246	0.270657435324074
g33	g48	-0.0718484406726183	0.270605573612377
g48	g33	-0.0718484406726183	0.270605573612377
g41	g27	-0.0719176643453958	0.270143028465728
g27	g41	-0.0719176643453959	0.270143028465728
g52	g21	-0.0720370350575032	0.26934667228241
g21	g52	-0.0720370350575032	0.26934667228241
g27	g11	-0.0721717776143309	0.268449691161503
g11	g27	-0.072171777614331	0.268449691161502
g23	g61	-0.072404578580641	0.266904743629707
g61	g23	-0.072404578580641	0.266904743629707
g6	g3	-0.0728541895927862	0.263938197798717
g3	g6	-0.0728541895927863	0.263938197798717
g19	g6	-0.0728928925071749	0.263683895310054
g6	g19	-0.0728928925071749	0.263683895310054
g61	g15	-0.0731371318855855	0.262082963396191
g15	g61	-0.0731371318855855	0.262082963396191
g47	g8	-0.0732687642984117	0.261222916434904
g8	g47	-0.0732687642984118	0.261222916434904
g1	g32	-0.0733094987346	0.260957163055259
g32	g1	-0.0733094987346001	0.260957163055259
g53	g47	-0.073467965564778	0.259925085513147
g47	g53	-0.073467965564778	0.259925085513147
g7	g30	-0.073535313157584	0.259487309119201
g30	g7	-0.073535313157584	0.259487309119201
g39	g10	-0.073692398798528	0.258468185279887
g10	g39	-0.0736923987985281	0.258468185279886
g62	g23	-0.0741472904109984	0.255532550275076
g23	g62	-0.0741472904109985	0.255532550275075
g37	g43	-0.0745558339751809	0.252915717966957
g43	g37	-0.0745558339751809	0.252915717966957
g39	g43	-0.0747827039287622	0.25147059247876
g43	g39	-0.0747827039287623	0.25147059247876
g48	g15	-0.0749083225953686	0.250672888097671
g15	g48	-0.0749083225953687	0.250672888097671
g63	g37	-0.0751079240160683	0.249408991322623
g37	g63	-0.0751079240160683	0.249408991322623
g35	g41	-0.0751266116594664	0.249290886197446
g41	g35	-0.0751266116594664	0.249290886197446
g33	g44	-0.0754344973513869	0.247350651548919
g44	g33	-0.075434497351387	0.247350651548918
g43	g20	-0.0754415760622489	0.247306166811465
g20	g43	-0.075441576062249	0.247306166811465
g51	g12	-0.0759484004149482	0.244135587670802
g12	g51	-0.0759484004149483	0.244135587670802
g6	g7	-0.0772436455908494	0.236162029302488
g7	g6	-0.0772436455908495	0.236162029302488
g2	g42	-0.0772531218036771	0.236104375979723
g42	g2	-0.0772531218036771	0.236104375979722
g63	g6	-0.077410108152058	0.235150709322729
g6	g63	-0.0774101081520581	0.235150709322728
g50	g19	-0.0775415476685224	0.234354322085243
g19	g50	-0.0775415476685226	0.234354322085242
g57	g56	-0.0776468534147174	0.233717649643763
g56	g57	-0.0776468534147175	0.233717649643763
g2	g34	-0.077885476290826	0.232279459843406
g34	g2	-0.0778854762908261	0.232279459843406
g7	g14	-0.0784438586019461	0.22893848599263
g14	g7	-0.0784438586019461	0.22893848599263
g52	g2	-0.0787557768360147	0.227087048468833
g2	g52	-0.0787557768360149	0.227087048468832
g15	g60	-0.0788755261453994	0.226379084031771
g60	g15	-0.0788755261453995	0.22637908403177
g40	g53	-0.0790292016085837	0.225472840628295
g53	g40	-0.0790292016085837	0.225472840628295
g37	g56	-0.0791832830305183	0.22456679034076
g56	g37	-0.0791832830305183	0.22456679034076
g52	g13	-0.0793848878768384	0.22338519483441
g13	g52	-0.0793848878768384	0.22338519483441
g50	g58	-0.0800246210765951	0.219665030869444
g58	g50	-0.0800246210765951	0.219665030869444
g48	g31	-0.0801153357212787	0.219141106733882
g31	g48	-0.0801153357212788	0.219141106733882
g12	g2	-0.0803095187930676	0.218022596996902
g2	g12	-0.0803095187930678	0.218022596996901
g19	g39	-0.0804647315666295	0.217131495653042
g39	g19	-0.0804647315666295	0.217131495653042
g63	g24	-0.0806329596463944	0.216168614405414
g24	g63	-0.0806329596463944	0.216168614405414
g27	g50	-0.0806874649439839	0.215857300436922
g50	g27	-0.0806874649439839	0.215857300436922
g61	g20	-0.0807125791954336	0.21571396519414
g20	g61	-0.0807125791954338	0.21571396519414
g44	g21	-0.0808890994509922	0.214708427953873
g21	g44	-0.0808890994509923	0.214708427953873
g19	g21	-0.0812309721002166	0.212770527321498
g21	g19	-0.0812309721002167	0.212770527321498
g35	g56	-0.0812547420925803	0.212636255558694
g56	g35	-0.0812547420925805	0.212636255558693
g7	g50	-0.0812868915081836	0.212454746916604
g50	g7	-0.0812868915081836	0.212454746916604
g53	g59	-0.0813378153806781	0.212167469359331
g59	g53	-0.0813378153806781	0.21216746935933
g49	g5	-0.081489626869258	0.211312708113416
g5	g49	-0.081489626869258	0.211312708113416
g52	g12	-0.0818326009557505	0.209390736984238
g12	g52	-0.0818326009557506	0.209390736984238
g1	g19	-0.0819447080909445	0.208765243167638
g19	g1	-0.0819447080909445	0.208765243167638
g4	g59	-0.0824378481492334	0.206029777290398
g59	g4	-0.0824378481492334	0.206029777290398
g21	g32	-0.0828757557967542	0.203622455425259
g32	g21	-0.0828757557967542	0.203622455425259
g4	g18	-0.0829344587104491	0.203301299086528
g18	g4	-0.0829344587104491	0.203301299086528
g53	g43	-0.0832901546144364	0.201363166279801
g43	g53	-0.0832901546144365	0.2013631662798
g3	g60	-0.0833995994646495	0.200769520552683
g60	g3	-0.0833995994646495	0.200769520552683
g60	g57	-0.0834812664707098	0.200327373601233
g57	g60	-0.0834812664707099	0.200327373601233
g25	g13	-0.0842030918069851	0.196450074632931
g13	g25	-0.0842030918069852	0.19645007463293
g61	g14	-0.084433539246778	0.195223799494942
g14	g61	-0.0844335392467781	0.195223799494941
g10	g3	-0.0844666345874287	0.195048148952194
g3	g10	-0.0844666345874288	0.195048148952194
g53	g51	-0.084634077346997	0.194161226682232
g51	g53	-0.084634077346997	0.194161226682232
g13	g33	-0.0846783089775087	0.193927429403375
g33	g13	-0.0846783089775087	0.193927429403375
g2	g9	-0.0846980595561485	0.193823099154741
g9	g2	-0.0846980595561487	0.19382309915474
g57	g31	-0.0849785694314403	0.192345754669445
g31	g57	-0.0849785694314404	0.192345754669445
g51	g21	-0.0849975466782238	0.19224610620806
g21	g51	-0.0849975466782238	0.19224610620806
g6	g64	-0.0850301460058503	0.19207501700247
g64	g6	-0.0850301460058504	0.192075017002469
g60	g12	-0.0850413947569155	0.192016006641855
