,P.Value,adj.P.Val,logFC,gene,lateral line
ENSDARG00000103322,0.831628057,0.999737975,-0.633031849,si:ch73-347e22.8,FALSE
ENSDARG00000034825,0.831628057,0.999737975,-0.633031849,uspl1,FALSE
ENSDARG00000069361,0.831628057,0.999737975,-0.633031849,spa17,FALSE
ENSDARG00000029729,0.831628057,0.999737975,-0.633031849,clybl,FALSE
ENSDARG00000101521,0.831628057,0.999737975,-0.633031849,UBE2M,FALSE
ENSDARG00000004680,0.831628057,0.999737975,-0.633031849,dnajb6a,FALSE
ENSDARG00000100666,0.831628057,0.999737975,-0.633031849,ep300a,FALSE
ENSDARG00000010732,0.831628057,0.999737975,-0.633031849,xrcc4,FALSE
ENSDARG00000058638,0.831628057,0.999737975,-0.633031849,si:ch211-71m22.1,FALSE
ENSDARG00000075007,0.831628057,0.999737975,-0.633031849,chst2a,FALSE
ENSDARG00000017569,0.831628057,0.999737975,-0.633031849,reep3a,FALSE
ENSDARG00000008384,0.831628057,0.999737975,-0.633031849,hdac6,TRUE
ENSDARG00000098903,0.831628057,0.999737975,-0.633031849,tfe3a,FALSE
ENSDARG00000070717,0.831628057,0.999737975,-0.633031849,slc25a18,FALSE
ENSDARG00000039687,0.831628057,0.999737975,-0.633031849,zgc:194221,FALSE
ENSDARG00000068702,0.831628057,0.999737975,-0.633031849,lysmd4,FALSE
ENSDARG00000019541,0.831628057,0.999737975,-0.633031849,gpt2l,FALSE
ENSDARG00000052000,0.831628057,0.999737975,-0.633031849,cav2,FALSE
ENSDARG00000104478,0.831628057,0.999737975,-0.633031849,cap2,FALSE
ENSDARG00000011026,0.831628057,0.999737975,-0.633031849,zgc:92907,FALSE
ENSDARG00000002332,0.831628057,0.999737975,-0.633031849,frmd6,FALSE
ENSDARG00000042151,0.831628057,0.999737975,-0.633031849,skia,FALSE
ENSDARG00000102128,0.831628057,0.999737975,-0.633031849,eps8,FALSE
ENSDARG00000073848,0.831628057,0.999737975,-0.633031849,arhgef7b,FALSE
ENSDARG00000020007,0.831628057,0.999737975,-0.633031849,col1a2,FALSE
ENSDARG00000031302,0.831628057,0.999737975,-0.633031849,smap1,FALSE
ENSDARG00000074730,0.831628057,0.999737975,-0.633031849,pkmyt1,FALSE
ENSDARG00000076820,0.831628057,0.999737975,-0.633031849,xkr8.2,FALSE
ENSDARG00000091385,0.831628057,0.999737975,-0.633031849,zgc:165409,FALSE
ENSDARG00000034555,0.831628057,0.999737975,-0.633031849,pard3bb,FALSE
ENSDARG00000004256,0.831628057,0.999737975,-0.633031849,wnt11,FALSE
ENSDARG00000078313,0.831628057,0.999737975,-0.633031849,MYO9B (1 to many),FALSE
ENSDARG00000012369,0.831628057,0.999737975,-0.633031849,rdh10b,FALSE
ENSDARG00000035326,0.831628057,0.999737975,-0.633031849,nccrp1,FALSE
ENSDARG00000040298,0.831628057,0.999737975,-0.633031849,apoa4b.1,FALSE
ENSDARG00000045167,0.831628057,0.999737975,-0.633031849,dlgap5,TRUE
ENSDARG00000015476,0.831628057,0.999737975,-0.633031849,iqch,FALSE
ENSDARG00000022974,0.831628057,0.999737975,-0.633031849,wdr13,FALSE
ENSDARG00000078133,0.831628057,0.999737975,-0.633031849,kdm2ab,FALSE
ENSDARG00000078854,0.831628057,0.999737975,-0.633031849,tusc3,FALSE
ENSDARG00000041237,0.831628057,0.999737975,-0.633031849,med18,FALSE
ENSDARG00000035879,0.831628057,0.999737975,-0.633031849,fuca1.2,FALSE
ENSDARG00000071215,0.831628057,0.999737975,-0.633031849,palm3,FALSE
ENSDARG00000087188,0.831628057,0.999737975,-0.633031849,nfil3-6,FALSE
ENSDARG00000089930,0.831628057,0.999737975,-0.633031849,iqce,FALSE
ENSDARG00000043417,0.831628057,0.999737975,-0.633031849,tssc1,FALSE
ENSDARG00000096631,0.831628057,0.999737975,-0.633031849,MED9,FALSE
ENSDARG00000075123,0.831628057,0.999737975,-0.633031849,trafd1,FALSE
ENSDARG00000042522,0.831628057,0.999737975,-0.633031849,katnbl1,FALSE
ENSDARG00000075334,0.831628057,0.999737975,-0.633031849,arhgap32a,FALSE
ENSDARG00000036785,0.831628057,0.999737975,-0.633031849,si:ch211-226m16.2,FALSE
ENSDARG00000098171,0.831628057,0.999737975,-0.633031849,zgc:162193,FALSE
ENSDARG00000058746,0.831628057,0.999737975,-0.633031849,ubap1,FALSE
ENSDARG00000099775,0.831628057,0.999737975,-0.633031849,CABZ01074309.1,FALSE
ENSDARG00000056886,0.831628057,0.999737975,-0.633031849,tbccd1,FALSE
ENSDARG00000038205,0.831628057,0.999737975,-0.633031849,her2,FALSE
ENSDARG00000032324,0.831628057,0.999737975,-0.633031849,epb41l5,FALSE
ENSDARG00000005448,0.831628057,0.999737975,-0.633031849,mtfmt,FALSE
ENSDARG00000039966,0.831628057,0.999737975,-0.633031849,prom1a,FALSE
ENSDARG00000028850,0.831628057,0.999737975,-0.633031849,btr16,FALSE
ENSDARG00000076945,0.831628057,0.999737975,-0.633031849,dsg2.1,FALSE
ENSDARG00000025285,0.831628057,0.999737975,-0.633031849,panx1a,FALSE
ENSDARG00000024602,0.831628057,0.999737975,-0.633031849,zgc:162964,FALSE
ENSDARG00000060978,0.831628057,0.999737975,-0.633031849,atp2a3,FALSE
ENSDARG00000059789,0.831628057,0.999737975,-0.633031849,parp8,FALSE
ENSDARG00000035184,0.831628057,0.999737975,-0.633031849,tmem150ab,FALSE
ENSDARG00000094265,0.831628057,0.999737975,-0.633031849,si:dkey-183n20.15,FALSE
ENSDARG00000003835,0.831628057,0.999737975,-0.633031849,stom,FALSE
ENSDARG00000041720,0.831628057,0.999737975,-0.633031849,arpc5la,FALSE
ENSDARG00000025826,0.831628057,0.999737975,-0.633031849,gna12a,FALSE
ENSDARG00000025788,0.831628057,0.999737975,-0.633031849,chp2,FALSE
ENSDARG00000099478,0.831628057,0.999737975,-0.633031849,hs2st1a,FALSE
ENSDARG00000058566,0.831628057,0.999737975,-0.633031849,si:dkey-253d23.5,FALSE
ENSDARG00000100725,0.831628057,0.999737975,-0.633031849,ephb4a,FALSE
ENSDARG00000079388,0.831628057,0.999737975,-0.633031849,agrn,TRUE
ENSDARG00000056218,0.831628057,0.999737975,-0.633031849,tnika,FALSE
ENSDARG00000004672,0.831628057,0.999737975,-0.633031849,ptk2ab,FALSE
ENSDARG00000028071,0.831628057,0.999737975,-0.633031849,bmp1a,FALSE
ENSDARG00000063126,0.831628057,0.999737975,-0.633031849,gusb,FALSE
ENSDARG00000091503,0.831628057,0.999737975,-0.633031849,FADS6,FALSE
ENSDARG00000006010,0.831628057,0.999737975,-0.633031849,bmi1a,FALSE
ENSDARG00000038863,0.831628057,0.999737975,-0.633031849,bre,FALSE
ENSDARG00000075612,0.831628057,0.999737975,-0.633031849,ercc6,FALSE
ENSDARG00000017661,0.831628057,0.999737975,-0.633031849,braf,FALSE
ENSDARG00000038207,0.831628057,0.999737975,-0.633031849,aldh4a1,FALSE
ENSDARG00000060016,0.831628057,0.999737975,-0.633031849,nsd1a,FALSE
ENSDARG00000075567,0.831628057,0.999737975,-0.633031849,fbxl20,FALSE
ENSDARG00000100712,0.831628057,0.999737975,-0.633031849,si:dkey-19b23.12,FALSE
ENSDARG00000103367,0.831628057,0.999737975,-0.633031849,si:ch211-127m7.2,FALSE
ENSDARG00000020041,0.831628057,0.999737975,-0.633031849,zgc:163107,FALSE
ENSDARG00000054032,0.831628057,0.999737975,-0.633031849,rab24,FALSE
ENSDARG00000062983,0.831628057,0.999737975,-0.633031849,fbxo18,FALSE
ENSDARG00000034326,0.831628057,0.999737975,-0.633031849,ing3,FALSE
ENSDARG00000053713,0.831628057,0.999737975,-0.633031849,ccdc88c,FALSE
ENSDARG00000090993,0.831628057,0.999737975,-0.633031849,rnf4,FALSE
ENSDARG00000098788,0.831628057,0.999737975,-0.633031849,pcdh2g16,FALSE
ENSDARG00000036645,0.831628057,0.999737975,-0.633031849,rcbtb1,FALSE
ENSDARG00000042658,0.831628057,0.999737975,-0.633031849,acad8,FALSE
ENSDARG00000104807,0.831628057,0.999737975,-0.633031849,si:ch73-221f6.3,FALSE
ENSDARG00000013025,0.831628057,0.999737975,-0.633031849,ints6,FALSE
ENSDARG00000089698,0.831628057,0.999737975,-0.633031849,atf7ip2,FALSE
ENSDARG00000101782,0.831628057,0.999737975,-0.633031849,CR388132.2,FALSE
ENSDARG00000073872,0.831628057,0.999737975,-0.633031849,tpst1,FALSE
ENSDARG00000021812,0.831628057,0.999737975,-0.633031849,cherp,FALSE
ENSDARG00000055416,0.831628057,0.999737975,-0.633031849,serpinb1,FALSE
ENSDARG00000057419,0.831628057,0.999737975,-0.633031849,slc44a5b,FALSE
ENSDARG00000015552,0.831628057,0.999737975,-0.633031849,phactr4a,FALSE
ENSDARG00000063253,0.831628057,0.999737975,-0.633031849,hecw2b,FALSE
ENSDARG00000104294,0.831628057,0.999737975,-0.633031849,BX510909.3,FALSE
ENSDARG00000020895,0.831628057,0.999737975,-0.633031849,bag1,FALSE
ENSDARG00000020009,0.831628057,0.999737975,-0.633031849,bmp2k,FALSE
ENSDARG00000056923,0.831628057,0.999737975,-0.633031849,dbr1,FALSE
ENSDARG00000046150,0.831628057,0.999737975,-0.633031849,b4galnt4a,FALSE
ENSDARG00000044114,0.831628057,0.999737975,-0.633031849,cyb561d2,FALSE
ENSDARG00000102249,0.831628057,0.999737975,-0.633031849,PEPD,FALSE
ENSDARG00000053019,0.831628057,0.999737975,-0.633031849,rnft2,FALSE
ENSDARG00000013928,0.831628057,0.999737975,-0.633031849,plekhb2,FALSE
ENSDARG00000102922,0.831628057,0.999737975,-0.633031849,BX470115.2,FALSE
ENSDARG00000101134,0.831628057,0.999737975,-0.633031849,CABZ01064859.2,FALSE
ENSDARG00000100328,0.831628057,0.999737975,-0.633031849,CABZ01017734.1,FALSE
ENSDARG00000055158,0.831628057,0.999737975,-0.633031849,prox1a,TRUE
ENSDARG00000092359,0.831628057,0.999737975,-0.633031849,si:dkeyp-113d7.10,FALSE
ENSDARG00000058041,0.831689623,0.999737975,-0.158874449,ndufa8,FALSE
ENSDARG00000007362,0.831781809,0.999737975,-0.514324848,sft2d1,FALSE
ENSDARG00000056964,0.832092472,0.999737975,-0.535692391,ilk,FALSE
ENSDARG00000019715,0.832175378,0.999737975,-0.630783438,metap1d,FALSE
ENSDARG00000052625,0.832175378,0.999737975,-0.630783438,fkbp1b,FALSE
ENSDARG00000044301,0.832175768,0.999737975,-0.630781951,atf1,FALSE
ENSDARG00000034013,0.832175768,0.999737975,-0.630781951,rgmd,FALSE
ENSDARG00000088357,0.832190596,0.999737975,0.321022615,acadl,FALSE
ENSDARG00000044056,0.832243947,0.999737975,0.389866024,ahi1,FALSE
ENSDARG00000086712,0.832313071,0.999737975,-0.504950216,si:dkeyp-97b10.3,FALSE
ENSDARG00000037495,0.832331641,0.999737975,-0.323549196,rtn4rl2b,TRUE
ENSDARG00000001447,0.832528818,0.999737975,-0.629596836,mier1b,FALSE
ENSDARG00000010442,0.832528818,0.999737975,-0.629596836,rnf11a,FALSE
ENSDARG00000038154,0.832528818,0.999737975,-0.629596836,isca2,FALSE
ENSDARG00000063411,0.832528818,0.999737975,-0.629596836,lrrc73,FALSE
ENSDARG00000056829,0.832528818,0.999737975,-0.629596836,CR559945.1,FALSE
ENSDARG00000007231,0.832528818,0.999737975,-0.629596836,ryk,FALSE
ENSDARG00000027199,0.832528818,0.999737975,-0.629596836,smad1,FALSE
ENSDARG00000077862,0.832528818,0.999737975,-0.629596836,si:dkey-169i5.4,FALSE
ENSDARG00000091851,0.832528818,0.999737975,-0.629596836,tsen2,FALSE
ENSDARG00000061004,0.832528818,0.999737975,-0.629596836,cox11,FALSE
ENSDARG00000026453,0.832528818,0.999737975,-0.629596836,zgc:66474,FALSE
ENSDARG00000017034,0.832528818,0.999737975,-0.629596836,sqrdl,FALSE
ENSDARG00000032103,0.832528818,0.999737975,-0.629596836,mapk6,FALSE
ENSDARG00000102705,0.832528818,0.999737975,-0.629596836,otud6b,FALSE
ENSDARG00000100977,0.832528818,0.999737975,-0.629596836,golim4a,FALSE
ENSDARG00000038731,0.832528818,0.999737975,-0.629596836,slc25a36a,FALSE
ENSDARG00000021579,0.832528818,0.999737975,-0.629596836,orc5,FALSE
ENSDARG00000044254,0.832528818,0.999737975,-0.629596836,anxa3b,FALSE
ENSDARG00000091628,0.832528818,0.999737975,-0.629596836,cspp1b,FALSE
ENSDARG00000052290,0.832528818,0.999737975,-0.629596836,rab33ba,FALSE
ENSDARG00000056741,0.832528818,0.999737975,-0.629596836,senp3b,FALSE
ENSDARG00000039843,0.832528818,0.999737975,-0.629596836,znf800b,FALSE
ENSDARG00000075041,0.832528818,0.999737975,-0.629596836,fmnl2b,FALSE
ENSDARG00000018587,0.832528818,0.999737975,-0.629596836,zgc:152658,FALSE
ENSDARG00000086808,0.832528818,0.999737975,-0.629596836,ddhd1a,FALSE
ENSDARG00000088663,0.832528818,0.999737975,-0.629596836,lman2lb,FALSE
ENSDARG00000018283,0.832528818,0.999737975,-0.629596836,cyba,FALSE
ENSDARG00000070012,0.832528818,0.999737975,-0.629596836,sesn2,FALSE
ENSDARG00000075169,0.832528818,0.999737975,-0.629596836,bbs1,FALSE
ENSDARG00000038094,0.832528818,0.999737975,-0.629596836,clec16a,FALSE
ENSDARG00000063292,0.832528818,0.999737975,-0.629596836,ssuh2rs1,FALSE
ENSDARG00000061257,0.832528818,0.999737975,-0.629596836,zgc:153240,FALSE
ENSDARG00000040033,0.832528818,0.999737975,-0.629596836,trmt11,FALSE
ENSDARG00000069074,0.832556163,0.999737975,-0.480337365,cry1ba,FALSE
ENSDARG00000105172,0.832654545,0.999737975,-0.504169985,rnf168,FALSE
ENSDARG00000087640,0.832783136,0.999737975,-0.201144897,nsfl1c,FALSE
ENSDARG00000025855,0.832837933,0.999737975,0.627660687,camk2n1a,TRUE
ENSDARG00000076729,0.833241465,0.999737975,-0.626879767,myo9aa,FALSE
ENSDARG00000002013,0.833241465,0.999737975,-0.626879767,grb10a,FALSE
ENSDARG00000100636,0.833260325,0.999737975,-0.552857025,rbm12,FALSE
ENSDARG00000058358,0.833384004,0.999737975,-0.106184196,krt8,FALSE
ENSDARG00000039850,0.833518645,0.999737975,-0.530363381,dusp22b,FALSE
ENSDARG00000055708,0.833546428,0.999737975,0.177918877,timm8b,FALSE
ENSDARG00000044827,0.833648184,0.999737975,-0.625329316,wnt7aa,FALSE
ENSDARG00000086269,0.833648184,0.999737975,-0.625329316,ndst2a,FALSE
ENSDARG00000078130,0.833648184,0.999737975,-0.625329316,zgc:193593,FALSE
ENSDARG00000003008,0.833648184,0.999737975,-0.625329316,prkcea,FALSE
ENSDARG00000045481,0.833648184,0.999737975,-0.625329316,gsap,FALSE
ENSDARG00000009748,0.833648184,0.999737975,-0.625329316,dffb,FALSE
ENSDARG00000009727,0.833648184,0.999737975,-0.625329316,twf2b,TRUE
ENSDARG00000102455,0.833648184,0.999737975,-0.625329316,znf1133,FALSE
ENSDARG00000070826,0.833648184,0.999737975,-0.625329316,bpgm,FALSE
ENSDARG00000024306,0.833648184,0.999737975,-0.625329316,zbed4,FALSE
ENSDARG00000007244,0.833648184,0.999737975,-0.625329316,acp2,FALSE
ENSDARG00000056483,0.833648184,0.999737975,-0.625329316,ssbp4,FALSE
ENSDARG00000005799,0.833648184,0.999737975,-0.625329316,smim14,FALSE
ENSDARG00000089477,0.833648184,0.999737975,-0.625329316,si:ch211-132g1.3,FALSE
ENSDARG00000018325,0.833648184,0.999737975,-0.625329316,taf5,TRUE
ENSDARG00000044781,0.833648184,0.999737975,-0.625329316,bace2,FALSE
ENSDARG00000042751,0.833648184,0.999737975,-0.625329316,riok3,FALSE
ENSDARG00000056122,0.833648184,0.999737975,-0.625329316,gdi1,FALSE
ENSDARG00000104385,0.833648184,0.999737975,-0.625329316,CT978957.2,FALSE
ENSDARG00000062231,0.833648184,0.999737975,-0.625329316,znf362b,FALSE
ENSDARG00000091916,0.833648184,0.999737975,-0.625329316,ugt5b4,FALSE
ENSDARG00000015460,0.833648184,0.999737975,-0.625329316,racgap1,FALSE
ENSDARG00000045705,0.833648184,0.999737975,-0.625329316,meig1,TRUE
ENSDARG00000015824,0.833648184,0.999737975,-0.625329316,lemd3,FALSE
ENSDARG00000077072,0.833648184,0.999737975,-0.625329316,si:ch73-280o22.2,FALSE
ENSDARG00000101094,0.833648184,0.999737975,-0.625329316,ATP11B,FALSE
ENSDARG00000058533,0.833648184,0.999737975,-0.625329316,pole,FALSE
ENSDARG00000092855,0.833648184,0.999737975,-0.625329316,SRBD1 (1 to many),FALSE
ENSDARG00000032277,0.833648184,0.999737975,-0.625329316,rars2,FALSE
ENSDARG00000027687,0.833648184,0.999737975,-0.625329316,tmem230a,FALSE
ENSDARG00000103900,0.833648184,0.999737975,-0.625329316,sept9b,FALSE
ENSDARG00000036109,0.833648184,0.999737975,-0.625329316,mtx1b,FALSE
ENSDARG00000056873,0.833648184,0.999737975,-0.625329316,and3,FALSE
ENSDARG00000099003,0.833648184,0.999737975,-0.625329316,cyp2aa1,FALSE
ENSDARG00000093420,0.833648184,0.999737975,-0.625329316,creb1b,FALSE
ENSDARG00000052091,0.833648184,0.999737975,-0.625329316,rbpjb,FALSE
ENSDARG00000078576,0.833648184,0.999737975,-0.625329316,setd5,FALSE
ENSDARG00000016336,0.833648184,0.999737975,-0.625329316,tmco6,FALSE
ENSDARG00000063069,0.833648184,0.999737975,-0.625329316,gripap1,FALSE
ENSDARG00000078561,0.833648184,0.999737975,-0.625329316,lrig2,FALSE
ENSDARG00000014532,0.833648184,0.999737975,-0.625329316,aida,FALSE
ENSDARG00000042004,0.833648184,0.999737975,-0.625329316,nfya,FALSE
ENSDARG00000071074,0.833648184,0.999737975,-0.625329316,rccd1,FALSE
ENSDARG00000103125,0.833648184,0.999737975,-0.625329316,TSC2,FALSE
ENSDARG00000068575,0.833648184,0.999737975,-0.625329316,tmem51a,FALSE
ENSDARG00000056270,0.833648184,0.999737975,-0.625329316,atpaf2,FALSE
ENSDARG00000101009,0.833657438,0.999737975,-0.265624745,cited4b,FALSE
ENSDARG00000052674,0.833706328,0.999737975,0.133711991,csnk1a1,FALSE
ENSDARG00000006786,0.833848007,0.999737975,-0.217758492,copz2,FALSE
ENSDARG00000034497,0.83397496,0.999737975,-0.341007322,fbxl14a,FALSE
ENSDARG00000063333,0.834029913,0.999737975,-0.623714436,nup210,FALSE
ENSDARG00000061923,0.834029913,0.999737975,-0.623714436,amotl2a,TRUE
ENSDARG00000003869,0.834159739,0.999737975,0.449721264,decr1,FALSE
ENSDARG00000003244,0.834245124,0.999737975,-0.623054027,gbp3,FALSE
ENSDARG00000100254,0.834245124,0.999737975,-0.623054027,zgc:85789,FALSE
ENSDARG00000074098,0.834245124,0.999737975,-0.623054027,si:ch211-86h15.1,FALSE
ENSDARG00000087421,0.834245124,0.999737975,-0.623054027,serbp1b,FALSE
ENSDARG00000100350,0.834245124,0.999737975,-0.623054027,FO681350.1,FALSE
ENSDARG00000098911,0.834324601,0.999737975,0.537559237,CCDC34 (1 to many),FALSE
ENSDARG00000008447,0.834355146,0.999737975,-0.203701007,fkbp4,FALSE
ENSDARG00000005870,0.834529965,0.999737975,-0.370517125,mmadhc,FALSE
ENSDARG00000077291,0.834812744,0.999737975,0.053207108,rps2,FALSE
ENSDARG00000006125,0.834910004,0.999737975,0.336953822,csnk1db,FALSE
ENSDARG00000027099,0.835122747,0.999737975,0.143421612,psmc4,FALSE
ENSDARG00000079110,0.83525329,0.999737975,-0.619212117,cluap1,TRUE
ENSDARG00000035515,0.83525329,0.999737975,-0.619212117,tm2d2,FALSE
ENSDARG00000091477,0.83525329,0.999737975,-0.619212117,znf1066,FALSE
ENSDARG00000053138,0.835423515,0.999737975,0.526201345,lrrc47,FALSE
ENSDARG00000092870,0.835690325,0.999737975,-0.29167386,si:dkey-100n23.4,FALSE
ENSDARG00000009585,0.835842598,0.999737975,-0.507290127,papola,FALSE
ENSDARG00000016598,0.835895178,0.999737975,-0.504237387,ckmt1,FALSE
ENSDARG00000036764,0.835945805,0.999737975,-0.525083258,hax1,FALSE
ENSDARG00000024295,0.836001036,0.999737975,-0.530422077,slc11a2,FALSE
ENSDARG00000031495,0.83611228,0.999737975,-0.096940869,seta,FALSE
ENSDARG00000104451,0.836359698,0.999737975,-0.298915121,slc39a7,FALSE
ENSDARG00000011956,0.836526818,0.999737975,0.520179413,dlx4a,FALSE
ENSDARG00000002401,0.83654494,0.999737975,-0.507292304,gale,FALSE
ENSDARG00000003517,0.836617622,0.999737975,-0.509989627,impa1,FALSE
ENSDARG00000034138,0.836719727,0.999737975,-0.255341645,shisa2,TRUE
ENSDARG00000009653,0.836882887,0.999737975,-0.506403199,lhfpl2a,FALSE
ENSDARG00000034396,0.837063576,0.999737975,0.395467389,mars,FALSE
ENSDARG00000096661,0.837064309,0.999737975,-0.103431116,si:ch211-286b5.5,FALSE
ENSDARG00000100510,0.837177852,0.999737975,-0.509088662,actr3,FALSE
ENSDARG00000077361,0.837193256,0.999737975,-0.50417165,bptf,FALSE
ENSDARG00000019307,0.837267759,0.999737975,0.584486371,dusp5,FALSE
ENSDARG00000101626,0.837318233,0.999737975,-0.406315003,arf6a,FALSE
ENSDARG00000012234,0.837467592,0.999737975,0.210357687,psme3,FALSE
ENSDARG00000023026,0.837471236,0.999737975,-0.321483652,pkp2,FALSE
ENSDARG00000040158,0.837498386,0.999737975,0.179441347,cdc42l,FALSE
ENSDARG00000016532,0.837502225,0.999737975,-0.473504669,suco,FALSE
ENSDARG00000008383,0.837669326,0.999737975,0.257999498,arpc1a,FALSE
ENSDARG00000070028,0.837693966,0.999737975,0.391759049,tmem41aa,FALSE
ENSDARG00000034189,0.837833179,0.999737975,-0.4735039,oxsr1a,FALSE
ENSDARG00000054362,0.838101359,0.999737975,-0.333562197,ccdc47,FALSE
ENSDARG00000037261,0.838191027,0.999737975,-0.302882309,mtap,FALSE
ENSDARG00000032535,0.838284936,0.999737975,0.366008062,praf2,FALSE
ENSDARG00000091079,0.838534383,0.999737975,0.350050859,MALSU1,FALSE
ENSDARG00000029865,0.838571608,0.999737975,0.449587378,rassf2a,FALSE
ENSDARG00000008434,0.838656814,0.999737975,-0.502010322,bcl2l1,FALSE
ENSDARG00000052480,0.838725562,0.999737975,0.20836171,pdcd11,FALSE
ENSDARG00000051916,0.838738448,0.999737975,0.341484198,cdk7,FALSE
ENSDARG00000008480,0.83891555,0.999737975,0.459419236,trmt61a,FALSE
ENSDARG00000098272,0.838957842,0.999737975,0.386461377,nipbla,FALSE
ENSDARG00000015921,0.839164236,0.999737975,-0.509097243,pwp1,FALSE
ENSDARG00000098660,0.839269669,0.999737975,-0.473500587,TSTD2,FALSE
ENSDARG00000098529,0.839301649,0.999737975,-0.603638537,ccne2,FALSE
ENSDARG00000090568,0.839303245,0.999737975,0.210053888,MRPL52,FALSE
ENSDARG00000093688,0.839880104,0.999737975,0.14900122,si:ch73-234b20.4,FALSE
ENSDARG00000032405,0.839910089,0.999737975,-0.376675694,CKAP4,FALSE
ENSDARG00000057128,0.839934943,0.999737975,-0.511805317,hadhaa,FALSE
ENSDARG00000004735,0.840017926,0.999737975,-0.197417479,hnrnpub,FALSE
ENSDARG00000021833,0.840124913,0.999737975,0.424259701,ahr2,FALSE
ENSDARG00000054823,0.840261111,0.999737975,-0.540183643,id3,FALSE
ENSDARG00000056338,0.840271369,0.999737975,-0.385740324,szrd1,FALSE
ENSDARG00000015352,0.840425259,0.999737975,-0.508202716,lsg1,FALSE
ENSDARG00000076066,0.840516617,0.999737975,-0.480084366,6-Mar,FALSE
ENSDARG00000041022,0.840603382,0.999737975,-0.507304698,pdcd4b,FALSE
ENSDARG00000002344,0.840664056,0.999737975,0.078771435,tubb4b,FALSE
ENSDARG00000076526,0.840727493,0.999737975,-0.20355395,gar1,FALSE
ENSDARG00000034897,0.840844652,0.999737975,0.044154365,rps10,FALSE
ENSDARG00000038881,0.840923654,0.999737975,0.4006493,acaa2,FALSE
ENSDARG00000009040,0.841191545,0.999737975,0.361081119,si:ch73-141c7.1,FALSE
